mappedPoolId,mappedByUser,mappedByUserId,mappedDateText,mappedDateUnixSeconds,mappedLatitude,mappedLongitude,mappedConfidence,mappedSource,mappedSource2,mappedPhotoNumber,mappedLocationAccuracy,mappedShape,mappedComments,createdAt,updatedAt
KWN169,KNOWN,0,,-2209161600,42.8999321,-72.56212739,UNK,Dum_VP.shp  ; 2/2008,OTHER, ,UNK,Point, ,,
KWN17,KNOWN,0,,-2209161600,44.63833,-71.67,UNK,BASS_thru2004_VPsites.shp,OTHER, ,UNK,Point, ,,
KWN170,KNOWN,0,,-2209161600,42.94588992,-72.556591,UNK,Dum_VP.shp  ; 2/2008,OTHER, ,UNK,Point, ,,
KWN171,KNOWN,0,,-2209161600,42.90072772,-72.54874591,UNK,Dum_VP.shp  ; 2/2008,OTHER, ,UNK,Point, ,,
KWN172,KNOWN,0,,-2209161600,42.89900869,-72.54451377,UNK,Dum_VP.shp  ; 2/2008,OTHER, ,UNK,Point, ,,
KWN173,KNOWN,0,,-2209161600,42.90921863,-72.53738139,UNK,Dum_VP.shp  ; 2/2008,OTHER, ,UNK,Point, ,,
KWN174,KNOWN,0,,-2209161600,42.91174749,-72.57233107,UNK,Dum_VP.shp  ; 2/2008,OTHER, ,UNK,Point, ,,
KWN175,KNOWN,0,,-2209161600,42.91254021,-72.57183998,UNK,Dum_VP.shp  ; 2/2008,OTHER, ,UNK,Point, ,,
KWN176,KNOWN,0,,-2209161600,42.91429801,-72.57132506,UNK,Dum_VP.shp  ; 2/2008,OTHER, ,UNK,Point, ,,
KWN177,KNOWN,0,,-2209161600,42.91417735,-72.57462972,UNK,Dum_VP.shp  ; 2/2008,OTHER, ,UNK,Point, ,,
KWN178,KNOWN,0,,-2209161600,42.9064702,-72.58024527,UNK,Dum_VP.shp  ; 2/2008,OTHER, ,UNK,Point, ,,
KWN179,KNOWN,0,,-2209161600,42.91732225,-72.53954199,UNK,Dum_VP.shp  ; 2/2008,OTHER, ,UNK,Point, ,,
KWN18,KNOWN,0,,-2209161600,44.53528,-73.27472,UNK,BASS_thru2004_VPsites.shp,OTHER, ,UNK,Point, ,,
KWN180,KNOWN,0,,-2209161600,42.91783262,-72.53901592,UNK,Dum_VP.shp  ; 2/2008,OTHER, ,UNK,Point, ,,
KWN181,KNOWN,0,,-2209161600,42.95393946,-72.61431053,UNK,Dum_VP.shp  ; 2/2008,OTHER, ,UNK,Point, ,,
KWN182,KNOWN,0,,-2209161600,42.9544923,-72.61328017,UNK,Dum_VP.shp  ; 2/2008,OTHER, ,UNK,Point, ,,
KWN183,KNOWN,0,,-2209161600,42.94835354,-72.61038621,UNK,Dum_VP.shp  ; 2/2008,OTHER, ,UNK,Point, ,,
KWN184,KNOWN,0,,-2209161600,42.94659593,-72.57103384,UNK,Dum_VP.shp  ; 2/2008,OTHER, ,UNK,Point, ,,
KWN185,KNOWN,0,,-2209161600,42.93985382,-72.53577086,UNK,Dum_VP.shp  ; 2/2008,OTHER, ,UNK,Point, ,,
KWN186,KNOWN,0,,-2209161600,42.94061032,-72.53633464,UNK,Dum_VP.shp  ; 2/2008,OTHER, ,UNK,Point, ,,
KWN187,KNOWN,0,,-2209161600,42.94654235,-72.56225137,UNK,Dum_VP.shp  ; 2/2008,OTHER, ,UNK,Point, ,,
KWN188,KNOWN,0,,-2209161600,42.96650486,-72.55155423,UNK,Dum_VP.shp  ; 2/2008,OTHER, ,UNK,Point, ,,
KWN189,KNOWN,0,,-2209161600,42.96593958,-72.5503927,UNK,Dum_VP.shp  ; 2/2008,OTHER, ,UNK,Point, ,,
KWN19,KNOWN,0,,-2209161600,44.5,-73.23806,UNK,BASS_thru2004_VPsites.shp,OTHER, ,UNK,Point, ,,
KWN190,KNOWN,0,,-2209161600,42.95313018,-72.56829777,UNK,Dum_VP.shp  ; 2/2008,OTHER, ,UNK,Point, ,,
KWN191,KNOWN,0,,-2209161600,42.95378633,-72.568182,UNK,Dum_VP.shp  ; 2/2008,OTHER, ,UNK,Point, ,,
KWN192,KNOWN,0,,-2209161600,42.940363,-72.57146746,UNK,Dum_VP.shp  ; 2/2008,OTHER, ,UNK,Point, ,,
KWN193,KNOWN,0,,-2209161600,42.9362644,-72.5826753,UNK,Dum_VP.shp  ; 2/2008,OTHER, ,UNK,Point, ,,
KWN194,KNOWN,0,,-2209161600,42.94082162,-72.58489682,UNK,Dum_VP.shp  ; 2/2008,OTHER, ,UNK,Point, ,,
KWN195,KNOWN,0,,-2209161600,42.93691284,-72.57778627,UNK,Dum_VP.shp  ; 2/2008,OTHER, ,UNK,Point, ,,
KWN196,KNOWN,0,,-2209161600,42.94110022,-72.61351555,UNK,Dum_VP.shp  ; 2/2008,OTHER, ,UNK,Point, ,,
KWN197,KNOWN,0,,-2209161600,42.91318118,-72.53897693,UNK,Dum_VP.shp  ; 2/2008,OTHER, ,UNK,Point, ,,
KWN198,KNOWN,0,,-2209161600,42.90086009,-72.56623235,UNK,Dum_VP.shp  ; 2/2008,OTHER, ,UNK,Point, ,,
KWN199,KNOWN,0,,-2209161600,42.94366597,-72.54213355,UNK,Dum_VP.shp  ; 2/2008,OTHER, ,UNK,Point, ,,
KWN2,KNOWN,0,,-2209161600,44.42083,-72.02722,UNK,BASS_thru2004_VPsites.shp,OTHER, ,UNK,Point, ,,
KWN20,KNOWN,0,,-2209161600,44.16778,-72.84639,UNK,BASS_thru2004_VPsites.shp,OTHER, ,UNK,Point, ,,
KWN200,KNOWN,0,,-2209161600,42.95093718,-72.6282856,UNK,Dum_VP.shp  ; 2/2008,OTHER, ,UNK,Point, ,,
KWN201,KNOWN,0,,-2209161600,42.95623806,-72.63428834,UNK,Dum_VP.shp  ; 2/2008,OTHER, ,UNK,Point, ,,
KWN202,KNOWN,0,,-2209161600,42.96320972,-72.63601559,UNK,Dum_VP.shp  ; 2/2008,OTHER, ,UNK,Point, ,,
KWN203,KNOWN,0,,-2209161600,42.9632006,-72.63641669,UNK,Dum_VP.shp  ; 2/2008,OTHER, ,UNK,Point, ,,
KWN204,KNOWN,0,,-2209161600,42.96273341,-72.63713863,UNK,Dum_VP.shp  ; 2/2008,OTHER, ,UNK,Point, ,,
KWN205,KNOWN,0,,-2209161600,42.92322068,-72.54014979,UNK,Dum_VP.shp  ; 2/2008,OTHER, ,UNK,Point, ,,
KWN206,KNOWN,0,,-2209161600,42.91648407,-72.54187573,UNK,Dum_VP.shp  ; 2/2008,OTHER, ,UNK,Point, ,,
KWN207,KNOWN,0,,-2209161600,42.91778231,-72.54256605,UNK,Dum_VP.shp  ; 2/2008,OTHER, ,UNK,Point, ,,
KWN21,KNOWN,0,,-2209161600,44.16639,-72.85833,UNK,BASS_thru2004_VPsites.shp,OTHER, ,UNK,Point, ,,
KWN212,KNOWN,0,,-2209161600,43.62714986,-72.54329408,UNK,Woodstock_vernalpools2004.shp,OTHER, ,UNK,Point,"Studied by National Park. Shallow pool in hemlock, also in HerpAtlas.shp",,
KWN213,KNOWN,0,,-2209161600,43.62497955,-72.54614234,UNK,Woodstock_vernalpools2004.shp,OTHER, ,UNK,Point,"Studied by National Park. Located on a bench on r, also in HerpAtlas.shp",,
KWN214,KNOWN,0,,-2209161600,43.62716805,-72.54278606,UNK,Woodstock_vernalpools2004.shp,OTHER, ,UNK,Point,"Studied by National Park. Located in northern har, also in HerpAtlas.shp",,
KWN216,KNOWN,0,,-2209161600,43.62258498,-72.51230331,UNK,Woodstock_vernalpools2004.shp,OTHER, ,UNK,Point,Very shallow and tends to dry too quickly. Pine p,,
KWN217,KNOWN,0,,-2209161600,43.61925515,-72.50654158,UNK,Woodstock_vernalpools2004.shp,OTHER, ,UNK,Point,Hemlock stand with some very old trees. Deep side,,
KWN218,KNOWN,0,,-2209161600,43.61804003,-72.50652906,UNK,Woodstock_vernalpools2004.shp,OTHER, ,UNK,Point,"Pine plantation on one side, hardwoods on other s",,
KWN219,KNOWN,0,,-2209161600,43.61768899,-72.50676441,UNK,Woodstock_vernalpools2004.shp,OTHER, ,UNK,Point,Damaged in 1997 and 2002 by skidder trail directl,,
KWN22,KNOWN,0,,-2209161600,44.21,-72.60167,UNK,BASS_thru2004_VPsites.shp,OTHER, ,UNK,Point, ,,
KWN220,KNOWN,0,,-2209161600,43.61193517,-72.52382184,UNK,Woodstock_vernalpools2004.shp,OTHER, ,UNK,Point,One of the most pristine and best examples of ver,,
KWN221,KNOWN,0,,-2209161600,43.6144108,-72.52184068,UNK,Woodstock_vernalpools2004.shp,OTHER, ,UNK,Point,Near old cabin and field. May have been modified,,
KWN222,KNOWN,0,,-2209161600,43.59746621,-72.54021372,UNK,Woodstock_vernalpools2004.shp,OTHER, ,UNK,Point,Right along dirt road at turn out. Often filled w,,
KWN223,KNOWN,0,,-2209161600,43.64203086,-72.5733603,UNK,Woodstock_vernalpools2004.shp,OTHER, ,UNK,Point,Selective logging conducted in area with no impac,,
KWN224,KNOWN,0,,-2209161600,43.63658438,-72.5748904,UNK,Woodstock_vernalpools2004.shp,OTHER, ,UNK,Point,On bench on steep slope. Very shallow and may not,,
KWN226,KNOWN,0,,-2209161600,43.60723534,-72.55425458,UNK,Woodstock_vernalpools2004.shp,OTHER, ,UNK,Point,Heavily impacted by Rt 4. May have been partially,,
KWN227,KNOWN,0,,-2209161600,43.64265383,-72.5702997,UNK,Woodstock_vernalpools2004.shp,OTHER, ,UNK,Point,Bog like wetland with some red spruce and lots of,,
KWN228,KNOWN,0,,-2209161600,43.64648221,-72.51149012,UNK,Woodstock_vernalpools2004.shp,OTHER, ,UNK,Point,Field bordering it to south. Stone wall for town,,
KWN229,KNOWN,0,,-2209161600,43.64675198,-72.51373367,UNK,Woodstock_vernalpools2004.shp,OTHER, ,UNK,Point,Old dam formerly flooded entire area. Now seasona,,
KWN23,KNOWN,0,,-2209161600,44.40806,-72.58306,UNK,BASS_thru2004_VPsites.shp,OTHER, ,UNK,Point, ,,
KWN230,KNOWN,0,,-2209161600,43.56002724,-72.58187527,UNK,Woodstock_vernalpools2004.shp,OTHER, ,UNK,Point,Heavy logging within last 10 years up to edge of,,
KWN231,KNOWN,0,,-2209161600,43.5608105,-72.58161641,UNK,Woodstock_vernalpools2004.shp,OTHER, ,UNK,Point,"Large wetland with spaghnum, ferns and spruce wit",,
KWN232,KNOWN,0,,-2209161600,43.56823718,-72.58031427,UNK,Woodstock_vernalpools2004.shp,OTHER, ,UNK,Point,Roadside pool. Some siltation.,,
KWN233,KNOWN,0,,-2209161600,43.61012506,-72.55330334,UNK,Woodstock_vernalpools2004.shp,OTHER, ,UNK,Point, ,,
KWN234,KNOWN,0,,-2209161600,43.6203872,-72.61340191,UNK,Woodstock_vernalpools2004.shp,OTHER, ,UNK,Point,Along dirt road in Bridgewater near Woodstock tow,,
KWN235,KNOWN,0,,-2209161600,43.62698324,-72.52946567,UNK,Woodstock_vernalpools2004.shp,OTHER, ,UNK,Point,"Pool contains water, but appears to dry out much",,
KWN236,KNOWN,0,,-2209161600,43.59011733,-72.59350689,UNK,Woodstock_vernalpools2004.shp,OTHER, ,UNK,Point,"Pool contains water, but appears to dry out much",,
KWN237,KNOWN,0,,-2209161600,43.65352666,-72.55396153,UNK,Woodstock_vernalpools2004.shp,OTHER, ,UNK,Point,"Part of ajacent wetland, may have been a farmers",,
KWN238,KNOWN,0,,-2209161600,43.63153099,-72.56670548,UNK,Woodstock_vernalpools2004.shp,OTHER, ,UNK,Point,"Large vernal pool, loaded with fingernail clams,",,
KWN239,KNOWN,0,,-2209161600,43.63796243,-72.57346689,UNK,Woodstock_vernalpools2004.shp,OTHER, ,UNK,Point,Heavily impacted by adjacent field and farm build,,
KWN24,KNOWN,0,,-2209161600,44.20111,-72.60889,UNK,BASS_thru2004_VPsites.shp,OTHER, ,UNK,Point, ,,
KWN240,KNOWN,0,,-2209161600,43.58531313,-72.54528241,UNK,Woodstock_vernalpools2004.shp,OTHER, ,UNK,Point,Large wetland complex with little or no inlet and,,
KWN241,KNOWN,0,,-2209161600,43.62787601,-72.52198186,UNK,Woodstock_vernalpools2004.shp,OTHER, ,UNK,Point,Pool located right on the edge of residential pro,,
KWN242,KNOWN,0,,-2209161600,43.6349797,-72.50374256,UNK,Woodstock_vernalpools2004.shp,OTHER, ,UNK,Point,Pool located at the toe of slope in flood plain o,,
KWN243,KNOWN,0,,-2209161600,43.63069422,-72.48375447,UNK,Woodstock_vernalpools2004.shp,OTHER, ,UNK,Point,Still need to visit to document,,
KWN244,KNOWN,0,,-2209161600,43.61800765,-72.50724941,UNK,Woodstock_vernalpools2004.shp,OTHER, ,UNK,Point, ,,
KWN245,KNOWN,0,,-2209161600,43.63192538,-72.55399171,UNK,Woodstock_vernalpools2004.shp,OTHER, ,UNK,Point, ,,
KWN247,KNOWN,0,,-2209161600,44.44858629,-72.45855062,UNK,potential vernal pools in Wood,Remote CIR, ,UNK,Point,"Good topo position, small but visible",,
KWN248,KNOWN,0,,-2209161600,44.43815426,-72.46763743,UNK,potential vernal pools in Wood,Remote CIR, ,UNK,Point,"Looks good, location just east of conifers on slo",,
KWN249,KNOWN,0,,-2209161600,44.43860435,-72.46751851,UNK,potential vernal pools in Wood,Remote CIR, ,UNK,Point,"Looks good, good topo",,
KWN25,KNOWN,0,,-2209161600,44.20028,-72.60917,UNK,BASS_thru2004_VPsites.shp,OTHER, ,UNK,Point, ,,
KWN250,KNOWN,0,,-2209161600,44.43835747,-72.46662884,UNK,potential vernal pools in Wood,Remote CIR, ,UNK,Point,"Small looks pretty good, location a guess in rela",,
KWN251,KNOWN,0,,-2209161600,44.46741311,-72.45808384,UNK,potential vernal pools in Wood,Remote CIR, ,UNK,Point,"Clear cut?  looks like open water, may be 1-2 mor",,
KWN252,KNOWN,0,,-2209161600,44.45764636,-72.45245462,UNK,potential vernal pools in Wood,Remote CIR, ,UNK,Point,"Signature looks good, location uncertain",,
KWN253,KNOWN,0,,-2209161600,44.45611839,-72.44063624,UNK,potential vernal pools in Wood,Remote CIR, ,UNK,Point,"Signature looks ok, topo is good",,
KWN254,KNOWN,0,,-2209161600,44.4641411,-72.43024374,UNK,potential vernal pools in Wood,Remote CIR, ,UNK,Point,Looks steep on topo but small bench,,
KWN255,KNOWN,0,,-2209161600,44.42117359,-72.47976514,UNK,potential vernal pools in Wood,Remote CIR, ,UNK,Point,"May be shadow?,  looks ok on CIR but not on ortho",,
KWN256,KNOWN,0,,-2209161600,44.42354029,-72.4445842,UNK,potential vernal pools in Wood,Remote CIR, ,UNK,Point,"Long thin, looks good, near road",,
KWN257,KNOWN,0,,-2209161600,44.42449201,-72.4437336,UNK,potential vernal pools in Wood,Remote CIR, ,UNK,Point,"May not be wet, slight wet signature in CIR",,
KWN258,KNOWN,0,,-2209161600,44.43134998,-72.44648834,UNK,potential vernal pools in Wood,Remote CIR, ,UNK,Point,Ridge top ?? questionable site,,
KWN259,KNOWN,0,,-2209161600,44.45016512,-72.42884561,UNK,potential vernal pools in Wood,Remote CIR, ,UNK,Point,"Under conifers, signature unclear, location uncer",,
KWN26,KNOWN,0,,-2209161600,44.38083,-73.09028,UNK,BASS_thru2004_VPsites.shp,OTHER, ,UNK,Point, ,,
KWN260,KNOWN,0,,-2209161600,44.43403716,-72.42343263,UNK,potential vernal pools in Wood,Remote CIR, ,UNK,Point,"May be shadow, unclear",,
KWN261,KNOWN,0,,-2209161600,44.41954541,-72.44921064,UNK,potential vernal pools in Wood,Remote CIR, ,UNK,Point,"Faint signature, may not be that wet",,
KWN262,KNOWN,0,,-2209161600,44.41746008,-72.44613986,UNK,potential vernal pools in Wood,Remote CIR, ,UNK,Point,May be shadow,,
KWN263,KNOWN,0,,-2209161600,44.40845317,-72.40155873,UNK,potential vernal pools in Wood,Remote CIR, ,UNK,Point,"Long thin, looks good",,
KWN264,KNOWN,0,,-2209161600,44.41372468,-72.41543288,UNK,potential vernal pools in Wood,Remote CIR, ,UNK,Point,"Topo is good, may drain (be headwaters), may be a",,
KWN265,KNOWN,0,,-2209161600,44.41849467,-72.4140351,UNK,potential vernal pools in Wood,Remote CIR, ,UNK,Point,"Topo is good, only a faint signature, may be shad",,
KWN266,KNOWN,0,,-2209161600,44.42228747,-72.4140511,UNK,potential vernal pools in Wood,Remote CIR, ,UNK,Point,"Slight signature and soil survey wet site, though",,
KWN267,KNOWN,0,,-2209161600,44.42619654,-72.4181539,UNK,potential vernal pools in Wood,Remote CIR, ,UNK,Point,"Looks good, good topo",,
KWN268,KNOWN,0,,-2209161600,44.42507316,-72.4201839,UNK,potential vernal pools in Wood,Remote CIR, ,UNK,Point,One potential site here and 2 more SE in hardwood,,
KWN269,KNOWN,0,,-2209161600,44.42493102,-72.39300168,UNK,potential vernal pools in Wood,Remote CIR, ,UNK,Point,"May be others in area, especially to the SW",,
KWN27,KNOWN,0,,-2209161600,44.37361,-73.08083,UNK,BASS_thru2004_VPsites.shp,OTHER, ,UNK,Point, ,,
KWN270,KNOWN,0,,-2209161600,44.44606405,-72.41072864,UNK,potential vernal pools in Wood,Remote CIR, ,UNK,Point,"Only looks marginally wet, may not be vernal pool",,
KWN271,KNOWN,0,,-2209161600,44.45744137,-72.40549691,UNK,potential vernal pools in Wood,Remote CIR, ,UNK,Point,Slight wet signature,,
KWN272,KNOWN,0,,-2209161600,44.45274675,-72.4067262,UNK,potential vernal pools in Wood,Remote CIR, ,UNK,Point,"May be shadow, topo is good",,
KWN273,KNOWN,0,,-2209161600,44.45235408,-72.39436143,UNK,potential vernal pools in Wood,Remote CIR, ,UNK,Point,"Looks wet, may have small inlet and outlet",,
KWN274,KNOWN,0,,-2209161600,44.4465439,-72.38562126,UNK,potential vernal pools in Wood,Remote CIR, ,UNK,Point,Slight wet signature in CIR,,
KWN275,KNOWN,0,,-2209161600,44.45003511,-72.35744711,UNK,potential vernal pools in Wood,Remote CIR, ,UNK,Point,"Looks good, but relatively small",,
KWN276,KNOWN,0,,-2209161600,44.45467035,-72.36324262,UNK,potential vernal pools in Wood,Remote CIR, ,UNK,Point,Slight wet signature on CIR,,
KWN277,KNOWN,0,,-2209161600,44.46617431,-72.3564771,UNK,potential vernal pools in Wood,Remote CIR, ,UNK,Point,"Slight signature on CIR, topo is good",,
KWN278,KNOWN,0,,-2209161600,44.48765591,-72.41808858,UNK,potential vernal pools in Wood,Remote CIR, ,UNK,Point,Good topo,,
KWN279,KNOWN,0,,-2209161600,44.41177646,-72.43242147,UNK,potential vernal pools in Wood,Remote CIR, ,UNK,Point,"Nice pool,  missed during CIR inventory, landowne",,
KWN28,KNOWN,0,,-2209161600,44.38139,-73.08611,UNK,BASS_thru2004_VPsites.shp,OTHER, ,UNK,Point, ,,
KWN280,KNOWN,0,,-2209161600,44.41616699,-72.42704092,UNK,potential vernal pools in Wood,Remote CIR, ,UNK,Point,"Location uncertian, missed during CIR inventory,",,
KWN281,KNOWN,0,,-2209161600,43.00309323,-72.45898593,UNK,vpools.shp,OTHER, ,UNK,Point, ,,
KWN282,KNOWN,0,,-2209161600,42.98873878,-72.47042813,UNK,vpools.shp,OTHER, ,UNK,Point, ,,
KWN283,KNOWN,0,,-2209161600,42.9785911,-72.48480117,UNK,vpools.shp,OTHER, ,UNK,Point, ,,
KWN284,KNOWN,0,,-2209161600,42.98053248,-72.49182693,UNK,vpools.shp,OTHER, ,UNK,Point, ,,
KWN285,KNOWN,0,,-2209161600,42.98066055,-72.49183324,UNK,vpools.shp,OTHER, ,UNK,Point, ,,
KWN286,KNOWN,0,,-2209161600,42.97926604,-72.49304906,UNK,vpools.shp,OTHER, ,UNK,Point, ,,
KWN287,KNOWN,0,,-2209161600,42.98108731,-72.49160139,UNK,vpools.shp,OTHER, ,UNK,Point,Trouble getting fixes 10-15 fo,,
KWN288,KNOWN,0,,-2209161600,42.98284484,-72.49181707,UNK,vpools.shp,OTHER, ,UNK,Point, ,,
KWN289,KNOWN,0,,-2209161600,42.98352909,-72.49190779,UNK,vpools.shp,OTHER, ,UNK,Point,Wood frog tadpoles,,
KWN29,KNOWN,0,,-2209161600,43.26639,-73.00917,UNK,BASS_thru2004_VPsites.shp,OTHER, ,UNK,Point, ,,
KWN290,KNOWN,0,,-2209161600,42.98526363,-72.49174933,UNK,vpools.shp,OTHER, ,UNK,Point, ,,
KWN291,KNOWN,0,,-2209161600,42.9870552,-72.49028003,UNK,vpools.shp,OTHER, ,UNK,Point, ,,
KWN292,KNOWN,0,,-2209161600,43.02361097,-72.49343243,UNK,vpools.shp,OTHER, ,UNK,Point, ,,
KWN293,KNOWN,0,,-2209161600,43.00263036,-72.48139549,UNK,vpools.shp,OTHER, ,UNK,Point, ,,
KWN294,KNOWN,0,,-2209161600,42.99044237,-72.5032437,UNK,vpools.shp,OTHER, ,UNK,Point, ,,
KWN295,KNOWN,0,,-2209161600,42.99106255,-72.51313372,UNK,vpools.shp,OTHER, ,UNK,Point, ,,
KWN296,KNOWN,0,,-2209161600,42.98962091,-72.51401263,UNK,vpools.shp,OTHER, ,UNK,Point, ,,
KWN297,KNOWN,0,,-2209161600,42.99074223,-72.52334642,UNK,vpools.shp,OTHER, ,UNK,Point, ,,
KWN298,KNOWN,0,,-2209161600,42.99138238,-72.52366376,UNK,vpools.shp,OTHER, ,UNK,Point, ,,
KWN299,KNOWN,0,,-2209161600,42.99441572,-72.52106155,UNK,vpools.shp,OTHER, ,UNK,Point, ,,
KWN3,KNOWN,0,,-2209161600,43.13,-72.8,UNK,BASS_thru2004_VPsites.shp,OTHER, ,UNK,Point, ,,
KWN30,KNOWN,0,,-2209161600,43.61667,-73.39972,UNK,BASS_thru2004_VPsites.shp,OTHER, ,UNK,Point, ,,
KWN300,KNOWN,0,,-2209161600,42.9954678,-72.52094005,UNK,vpools.shp,OTHER, ,UNK,Point, ,,
KWN301,KNOWN,0,,-2209161600,42.99240355,-72.48964924,UNK,vpools.shp,OTHER, ,UNK,Point, ,,
KWN302,KNOWN,0,,-2209161600,42.99914385,-72.59308741,UNK,vpools.shp,OTHER, ,UNK,Point, ,,
KWN303,KNOWN,0,,-2209161600,43.01436645,-72.58015199,UNK,vpools.shp,OTHER, ,UNK,Point, ,,
KWN304,KNOWN,0,,-2209161600,43.0140494,-72.58930444,UNK,vpools.shp,OTHER, ,UNK,Point,"Blue Bull Frog, Wood Frogs, corner",,
KWN305,KNOWN,0,,-2209161600,43.01188558,-72.5910646,UNK,vpools.shp,OTHER, ,UNK,Point,2 Redback salamanders,,
KWN306,KNOWN,0,,-2209161600,42.99854061,-72.58854657,UNK,vpools.shp,OTHER, ,UNK,Point, ,,
KWN307,KNOWN,0,,-2209161600,42.98573907,-72.56840727,UNK,vpools.shp,OTHER, ,UNK,Point, ,,
KWN308,KNOWN,0,,-2209161600,42.93231213,-72.58244014,UNK,vpools.shp,OTHER, ,UNK,Point,"Duskey,Jeffersons",,
KWN309,KNOWN,0,,-2209161600,42.83066214,-72.62507873,UNK,vpools.shp,OTHER, ,UNK,Point, ,,
KWN31,KNOWN,0,,-2209161600,43.61528,-73.39944,UNK,BASS_thru2004_VPsites.shp,OTHER, ,UNK,Point, ,,
KWN310,KNOWN,0,,-2209161600,42.75966467,-72.49702236,UNK,vpools.shp,OTHER, ,UNK,Point, ,,
KWN311,KNOWN,0,,-2209161600,42.75958211,-72.49776185,UNK,vpools.shp,OTHER, ,UNK,Point, ,,
KWN312,KNOWN,0,,-2209161600,42.75922284,-72.49743583,UNK,vpools.shp,OTHER, ,UNK,Point, ,,
KWN313,KNOWN,0,,-2209161600,42.75872908,-72.49669886,UNK,vpools.shp,OTHER, ,UNK,Point, ,,
KWN314,KNOWN,0,,-2209161600,42.75716266,-72.49445041,UNK,vpools.shp,OTHER, ,UNK,Point, ,,
KWN315,KNOWN,0,,-2209161600,42.75650008,-72.4933766,UNK,vpools.shp,OTHER, ,UNK,Point, ,,
KWN316,KNOWN,0,,-2209161600,42.8280704,-72.62461198,UNK,vpools.shp,OTHER, ,UNK,Point, ,,
KWN317,KNOWN,0,,-2209161600,42.85708007,-72.57420478,UNK,vpools.shp,OTHER, ,UNK,Point, ,,
KWN318,KNOWN,0,,-2209161600,43.02178837,-72.49132744,UNK,vpools.shp,OTHER, ,UNK,Point, ,,
KWN319,KNOWN,0,,-2209161600,43.02180631,-72.49131842,UNK,vpools.shp,OTHER, ,UNK,Point, ,,
KWN32,KNOWN,0,,-2209161600,43.67861,-73.35889,UNK,BASS_thru2004_VPsites.shp,OTHER, ,UNK,Point, ,,
KWN320,KNOWN,0,,-2209161600,43.02254073,-72.49106586,UNK,vpools.shp,OTHER, ,UNK,Point, ,,
KWN321,KNOWN,0,,-2209161600,43.02271792,-72.49102041,UNK,vpools.shp,OTHER, ,UNK,Point, ,,
KWN322,KNOWN,0,,-2209161600,43.01931509,-72.48924721,UNK,vpools.shp,OTHER, ,UNK,Point, ,,
KWN323,KNOWN,0,,-2209161600,43.02029799,-72.48957445,UNK,vpools.shp,OTHER, ,UNK,Point, ,,
KWN324,KNOWN,0,,-2209161600,43.02425126,-72.49251489,UNK,vpools.shp,OTHER, ,UNK,Point, ,,
KWN325,KNOWN,0,,-2209161600,43.02762641,-72.49198807,UNK,vpools.shp,OTHER, ,UNK,Point, ,,
KWN326,KNOWN,0,,-2209161600,43.0284161,-72.49072381,UNK,vpools.shp,OTHER, ,UNK,Point, ,,
KWN327,KNOWN,0,,-2209161600,43.03040192,-72.48981439,UNK,vpools.shp,OTHER, ,UNK,Point, ,,
KWN328,KNOWN,0,,-2209161600,43.08316497,-72.56955461,UNK,vpools.shp,OTHER, ,UNK,Point, ,,
KWN329,KNOWN,0,,-2209161600,43.07302065,-72.56864189,UNK,vpools.shp,OTHER, ,UNK,Point, ,,
KWN33,KNOWN,0,,-2209161600,43.678265,-73.359377,UNK,BASS_thru2004_VPsites.shp,OTHER, ,UNK,Point,point moved south by AW to correspond to polygon in ShawMtn KWN pools dataset from NNHP,,
KWN330,KNOWN,0,,-2209161600,43.07497155,-72.57090421,UNK,vpools.shp,OTHER, ,UNK,Point, ,,
KWN331,KNOWN,0,,-2209161600,43.08282085,-72.56813273,UNK,vpools.shp,OTHER, ,UNK,Point, ,,
KWN332,KNOWN,0,,-2209161600,42.98881575,-72.50469702,UNK,vpools.shp,OTHER, ,UNK,Point, ,,
KWN333,KNOWN,0,,-2209161600,43.02007571,-72.48977518,UNK,vpools.shp,OTHER, ,UNK,Point, ,,
KWN334,KNOWN,0,,-2209161600,43.07249862,-72.51947758,UNK,vpools.shp,OTHER, ,UNK,Point,"spotted salamander eggs, wood frog eggs, caddisf*",,
KWN335,KNOWN,0,,-2209161600,43.07219183,-72.52083944,UNK,vpools.shp,OTHER, ,UNK,Point,"spotted salamander eggs, wood frog eggs, red spo*",,
KWN336,KNOWN,0,,-2209161600,42.83500744,-72.63631217,UNK,vpools.shp,OTHER, ,UNK,Point,"offset 150 feet west, jefferson eggs, wood frog *",,
KWN337,KNOWN,0,,-2209161600,42.97292092,-72.53248092,UNK,vpools.shp,OTHER, ,UNK,Point,"spotted salamander larvae, spent egg massess, wo*",,
KWN338,KNOWN,0,,-2209161600,42.97327221,-72.54044455,UNK,vpools.shp,OTHER, ,UNK,Point,"wood frog tadpoles, spotted salmander eggs",,
KWN339,KNOWN,0,,-2209161600,42.82790744,-72.71036906,UNK,vpools.shp,OTHER, ,UNK,Point,"wood frog tadpols, caddifly larvae, predacious d*",,
KWN34,KNOWN,0,,-2209161600,43.05667,-73.03694,UNK,BASS_thru2004_VPsites.shp,OTHER, ,UNK,Point, ,,
KWN340,KNOWN,0,,-2209161600,42.83216599,-72.71249586,UNK,vpools.shp,OTHER, ,UNK,Point,"wood frog tadpoles, spotted salamander massess",,
KWN341,KNOWN,0,,-2209161600,43.0770144,-72.78372975,UNK,vpools.shp,OTHER, ,UNK,Point,"spotted salamander eggs, this is an old beaver p*",,
